Algorithm nodes edges power_exponent steps covering_size edges_covered fitness
EA 341 1376 2.5 15909 187 1376 187
EA 341 1376 2.5 15909 187 1376 187
EA 341 1376 2.5 15909 187 1376 187
EA 341 1376 2.5 15909 190 1376 190
EA 341 1376 2.5 15909 192 1376 192
EA 341 1376 2.5 15909 192 1376 192
EA 341 1376 2.5 15909 196 1376 196
EA 341 1376 2.5 15909 189 1376 189
EA 341 1376 2.5 15909 189 1376 189
EA 341 1376 2.5 15909 191 1376 191
EA 341 1376 2.5 15909 193 1376 193
EA 341 1376 2.5 15909 189 1376 189
EA 341 1376 2.5 15909 196 1376 196
EA 341 1376 2.5 15909 192 1376 192
EA 341 1376 2.5 15909 192 1376 192
EA 341 1376 2.5 15909 190 1376 190
EA 341 1376 2.5 15909 190 1376 190
EA 341 1376 2.5 15909 189 1376 189
EA 341 1376 2.5 15909 194 1376 194
EA 341 1376 2.5 15909 190 1376 190
EA 341 1376 2.5 15909 193 1376 193
EA 341 1376 2.5 15909 189 1376 189
EA 341 1376 2.5 15909 191 1376 191
EA 341 1376 2.5 15909 187 1376 187
EA 341 1376 2.5 15909 191 1376 191
EA 341 1376 2.5 15909 195 1376 195
EA 341 1376 2.5 15909 195 1376 195
EA 341 1376 2.5 15909 190 1376 190
EA 341 1376 2.5 15909 194 1376 194
EA 341 1376 2.5 15909 189 1376 189
EA 341 1376 2.5 15909 187 1376 187
EA 341 1376 2.5 15909 190 1376 190
EA 341 1376 2.5 15909 195 1376 195
EA 341 1376 2.5 15909 187 1376 187
EA 341 1376 2.5 15909 195 1376 195
EA 341 1376 2.5 15909 188 1376 188
EA 341 1376 2.5 15909 188 1376 188
EA 341 1376 2.5 15909 192 1376 192
EA 341 1376 2.5 15909 189 1376 189
EA 341 1376 2.5 15909 192 1376 192
EA 341 1376 2.5 15909 193 1376 193
EA 341 1376 2.5 15909 190 1376 190
EA 341 1376 2.5 15909 195 1376 195
EA 341 1376 2.5 15909 200 1376 200
EA 341 1376 2.5 15909 190 1376 190
EA 341 1376 2.5 15909 196 1376 196
EA 341 1376 2.5 15909 191 1376 191
EA 341 1376 2.5 15909 192 1376 192
EA 341 1376 2.5 15909 193 1376 193
EA 341 1376 2.5 15909 196 1376 196
EA 341 1376 2.5 15909 186 1376 186
EA 341 1376 2.5 15909 193 1376 193
EA 341 1376 2.5 15909 187 1376 187
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 216 1549 216
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 215 1549 215
EA 386 1549 2.5 18391 214 1549 214
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 221 1549 221
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 221 1549 221
EA 386 1549 2.5 18391 213 1549 213
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 227 1549 227
EA 386 1549 2.5 18391 222 1549 222
EA 386 1549 2.5 18391 219 1549 219
EA 386 1549 2.5 18391 214 1549 214
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 213 1549 213
EA 386 1549 2.5 18391 214 1549 214
EA 386 1549 2.5 18391 215 1549 215
EA 386 1549 2.5 18391 214 1549 214
EA 386 1549 2.5 18391 219 1549 219
EA 386 1549 2.5 18391 227 1549 227
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 218 1549 218
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 219 1549 219
EA 386 1549 2.5 18391 210 1549 210
EA 386 1549 2.5 18391 214 1549 214
EA 386 1549 2.5 18391 216 1549 216
EA 386 1549 2.5 18391 217 1549 217
EA 386 1549 2.5 18391 222 1549 222
EA 386 1549 2.5 18391 214 1549 214
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 218 1549 218
EA 386 1549 2.5 18391 221 1549 221
EA 386 1549 2.5 18391 213 1549 213
EA 386 1549 2.5 18391 219 1549 219
EA 386 1549 2.5 18391 221 1549 221
EA 386 1549 2.5 18391 218 1549 218
EA 386 1549 2.5 18391 219 1549 219
EA 386 1549 2.5 18391 221 1549 221
EA 386 1549 2.5 18391 218 1549 218
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 215 1549 215
EA 386 1549 2.5 18391 222 1549 222
EA 386 1549 2.5 18391 215 1549 215
EA 386 1549 2.5 18391 216 1549 216
EA 386 1549 2.5 18391 213 1549 213
EA 386 1549 2.5 18391 228 1549 228
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 220 1549 220
EA 386 1549 2.5 18391 227 1549 227
EA 386 1549 2.5 18391 223 1549 223
EA 386 1549 2.5 18391 219 1549 219
EA 386 1549 2.5 18391 213 1549 213
EA 386 1549 2.5 18391 231 1549 231
